178 Stykkishólmur Meðalhiti
nr	ar	 man	   t	mat
178	1892	11	-0.2	5
178	1892	12	-3.2	5
178	1893	 1	-0.7	5
178	1893	 2	-2.5	5
178	1893	 3	-1.6	5
178	1893	 4	 2.6	5
178	1893	 5	 5.6	5
178	1893	 6	 8.5	5
178	1893	 7	10.4	5
178	1893	 8	10.3	5
178	1893	 9	 6.5	5
178	1893	10	 2.2	5
178	1893	11	-0.5	5
178	1893	12	-3.0	5
178	1894	 1	-2.3	5
178	1894	 2	-2.6	5
178	1894	 3	-0.9	5
178	1894	 4	 3.7	5
178	1894	 5	 5.1	5
178	1894	 6	 9.0	5
178	1894	 7	11.7	5
178	1894	 8	10.5	5
178	1894	 9	 8.6	5
178	1894	10	 4.3	5
178	1894	11	 2.0	5
178	1894	12	-2.1	5
178	1895	 1	-2.5	5
178	1895	 2	 0.6	5
178	1895	 3	-0.5	5
178	1895	 4	-0.3	5
178	1895	 5	 6.6	5
178	1895	 6	 9.0	5
178	1895	 7	10.0	5
178	1895	 8	 8.9	5
178	1895	 9	 7.5	5
178	1895	10	 2.4	5
178	1895	11	 1.2	5
178	1895	12	-1.1	5
178	1896	 1	-2.2	5
178	1896	 2	 0.2	5
178	1896	 3	-3.0	5
178	1896	 4	 1.8	5
178	1896	 5	 5.7	5
178	1896	 6	 6.8	5
178	1896	 7	 9.7	5
178	1896	 8	 8.9	5
178	1896	 9	 6.1	5
178	1896	10	 1.2	5
178	1896	11	 0.7	5
178	1896	12	 0.7	5
178	1897	 1	-1.0	5
178	1897	 2	-2.6	5
178	1897	 3	-0.8	5
178	1897	 4	 1.9	5
178	1897	 5	 3.6	5
178	1897	 6	 7.0	5
178	1897	 7	 9.7	5
178	1897	 8	 8.9	5
178	1897	 9	 6.9	5
178	1897	10	 4.7	5
178	1897	11	 1.3	5
178	1897	12	 0.6	5
178	1898	 1	-0.7	5
178	1898	 2	-3.9	5
178	1898	 3	-1.4	5
178	1898	 4	 1.1	5
178	1898	 5	 3.7	5
178	1898	 6	 8.4	5
178	1898	 7	 9.5	5
178	1898	 8	 8.5	5
178	1898	 9	 7.6	5
178	1898	10	 5.5	5
178	1898	11	 0.0	5
178	1898	12	-0.9	5
178	1899	 1	-2.3	5
178	1899	 2	-1.2	5
178	1899	 3	-3.9	5
178	1899	 4	-2.0	5
178	1899	 5	 5.1	5
178	1899	 6	 8.7	5
178	1899	 7	10.0	5
178	1899	 8	10.9	5
178	1899	 9	 6.0	5
178	1899	10	 2.4	5
178	1899	11	-0.7	5
178	1899	12	-1.2	5
178	1900	 1	-0.1	5
178	1900	 2	-2.8	5
178	1900	 3	-1.0	5
178	1900	 4	 0.7	5
178	1900	 5	 3.9	5
178	1900	 6	 8.7	5
178	1900	 7	10.8	5
178	1900	 8	10.7	5
178	1900	 9	 7.4	5
178	1900	10	 2.6	5
178	1900	11	 1.1	5
178	1900	12	-0.7	5
178	1901	 1	 0.2	5
178	1901	 2	 0.3	5
178	1901	 3	-0.1	5
178	1901	 4	-1.0	5
178	1901	 5	 5.5	5
178	1901	 6	 8.6	5
178	1901	 7	10.6	5
178	1901	 8	 9.6	5
178	1901	 9	 9.5	5
178	1901	10	 2.9	5
178	1901	11	 1.8	5
178	1901	12	-1.9	5
178	1902	 1	-4.5	5
178	1902	 2	-4.7	5
178	1902	 3	-4.7	5
178	1902	 4	-0.7	5
178	1902	 5	 3.5	5
178	1902	 6	 7.9	5
178	1902	 7	 9.4	5
178	1902	 8	 9.1	5
178	1902	 9	 8.3	5
178	1902	10	 5.6	5
178	1902	11	 2.1	5
178	1902	12	 0.6	5
178	1903	 1	-2.1	5
178	1903	 2	-2.5	5
178	1903	 3	-2.9	5
178	1903	 4	-1.4	5
178	1903	 5	 3.9	5
178	1903	 6	 7.8	5
178	1903	 7	10.1	5
178	1903	 8	 6.4	5
178	1903	 9	 7.4	5
178	1903	10	 2.7	5
178	1903	11	-0.4	5
178	1903	12	 0.3	5
178	1904	 1	-2.1	5
178	1904	 2	-2.5	5
178	1904	 3	-1.8	5
178	1904	 4	 0.3	5
178	1904	 5	 4.6	5
178	1904	 6	 8.7	5
178	1904	 7	10.6	5
178	1904	 8	 9.5	5
178	1904	 9	 8.1	5
178	1904	10	 2.1	5
178	1904	11	-0.3	5
178	1904	12	-1.1	5
178	1905	 1	-2.8	5
178	1905	 2	-3.3	5
178	1905	 3	 1.0	5
178	1905	 4	 0.3	5
178	1905	 5	 5.2	5
178	1905	 6	 9.6	5
178	1905	 7	 9.6	5
178	1905	 8	 9.2	5
178	1905	 9	 6.6	5
178	1905	10	 3.8	5
178	1905	11	 1.7	5
178	1905	12	 0.5	5
178	1906	 1	 0.0	5
178	1906	 2	-2.9	5
178	1906	 3	-1.1	5
178	1906	 4	-0.9	5
178	1906	 5	 1.4	5
178	1906	 6	 9.0	5
178	1906	 7	 9.0	5
178	1906	 8	 9.2	5
178	1906	 9	 8.2	5
178	1906	10	 4.4	5
178	1906	11	 1.1	5
178	1906	12	-3.1	5
178	1907	 1	-1.2	5
178	1907	 2	-4.8	5
178	1907	 3	-3.1	5
178	1907	 4	 1.0	5
178	1907	 5	 3.8	5
178	1907	 6	 5.9	5
178	1907	 7	 9.0	5
178	1907	 8	 7.8	5
178	1907	 9	 6.0	5
178	1907	10	 2.7	5
178	1907	11	 0.9	5
178	1907	12	 1.6	5
178	1908	 1	-0.7	5
178	1908	 2	-2.5	5
178	1908	 3	 0.3	5
178	1908	 4	 2.2	5
178	1908	 5	 4.0	5
178	1908	 6	 8.0	5
